# Collection of Eggs for Easter 2025
# Field order: Chocolatier, volume, weight, chocolate, wrapper, filling
Pink Lady,804.263,804,1,1,2
Darrell Lea,2615.871,5232,1,0,1
Carob Creations,2888.827,2889,1,0,2
Darrell Lea,2616.577,5233,2,2,1
Mars,1762.265,1762,2,1,2
Cadbury,420.842,1263,0,2,0
Kinder,1708.09,5124,2,1,0
Carob Creations,214.511,644,0,2,0
Darrell Lea,3776.227,3776,1,2,2
Cadbury,3234.942,9705,1,0,0
Kinder,223.174,446,0,2,1
Lindt,2072.333,4145,2,2,1
Carob Creations,644.825,1934,0,1,0
Lindt,1882.783,5648,0,2,0
Kinder,1842.976,1843,0,1,2
Mars,2021.244,4042,1,0,1
Cadbury,2474.02,7422,2,2,0
Pink Lady,2705.043,5410,1,2,1
Cadbury,1585.351,1585,1,1,2
Darrell Lea,695.959,1392,2,1,1
Lindt,2177.465,6532,1,2,0
Darrell Lea,1088.27,1088,0,1,2
Darrell Lea,1780.01,1780,2,2,2
Mars,3423.973,10272,1,2,0
Pink Lady,2824.73,2825,1,0,2
Pink Lady,1831.423,1831,1,1,2
Carob Creations,2082.785,6248,1,0,0
Mars,317.967,954,0,1,0
Lindt,3078.644,3079,2,1,2
Lindt,3823.353,11470,2,2,0
Ferrero,248.257,248,1,2,2
Darrell Lea,1042.332,3127,1,0,0
Pink Lady,2539.93,2540,1,1,2
Lindt,3869.245,3869,0,1,2
Kinder,308.172,925,0,0,0
Pink Lady,228.638,686,2,1,0
Pink Lady,803.552,2411,0,0,0
Darrell Lea,3059.116,9177,2,2,0
Lindt,131.71,263,2,2,1
Mars,2732.962,5466,2,0,1
Mars,824.14,1648,2,1,1
Darrell Lea,4076.389,12229,0,0,0
Mars,3830.641,3831,0,0,2
Lindt,2891.569,5783,2,0,1
Mars,334.045,1002,1,1,0
Lindt,551.196,1102,1,1,1
Kinder,2060.901,2061,1,2,2
Mars,3123.404,6247,0,0,1
Kinder,578.005,578,1,1,2
Kinder,206.171,206,0,0,2
Pink Lady,897.465,897,1,2,2
Ferrero,1040.254,2081,2,1,1
Kinder,3968.691,3969,0,0,2
Darrell Lea,1335.861,2672,2,0,1
Darrell Lea,3337.186,3337,0,0,2
Darrell Lea,2895.839,2896,0,1,2
Mars,3391.409,6783,1,0,1
Pink Lady,2858.17,5716,1,1,1
Carob Creations,4048.364,4048,1,0,2
Carob Creations,1308.251,2617,0,0,1
Carob Creations,2025.415,6076,2,1,0
Carob Creations,522.271,522,1,0,2
Cadbury,3356.272,10069,2,1,0
Kinder,2695.485,8086,1,0,0
Cadbury,3530.413,10591,1,2,0
Pink Lady,3527.377,7055,1,0,1
Mars,2091.728,2092,0,1,2
Pink Lady,2266.595,4533,0,2,1
Mars,1437.854,4314,1,2,0
Carob Creations,3149.09,6298,1,0,1
Cadbury,1275.58,3827,2,0,0
Cadbury,109.532,329,0,2,0
Kinder,3738.699,7477,2,1,1
Cadbury,3872.82,11618,2,2,0
Pink Lady,3817.34,7635,1,1,1
Ferrero,765.941,766,0,2,2
Lindt,2757.418,5515,0,0,1
Pink Lady,4143.882,8288,2,0,1
Darrell Lea,2346.399,7039,1,0,0
Ferrero,1355.871,1356,1,1,2
Ferrero,3099.686,6199,2,0,1
Darrell Lea,265.173,265,0,1,2
Pink Lady,3091.517,6183,2,0,1
Carob Creations,3054.716,3055,1,1,2
Pink Lady,1804.806,1805,2,0,2
Pink Lady,3899.934,11700,1,0,0
Ferrero,921.311,1843,0,2,1
Lindt,3717.947,7436,2,0,1
Ferrero,647.073,1294,2,2,1
Mars,3580.903,10743,0,0,0
Mars,388.42,1165,0,1,0
Kinder,3923.89,11772,0,0,0
Lindt,522.804,523,1,0,2
Pink Lady,4112.564,12338,2,1,0
Cadbury,3774.853,11325,0,0,0
Darrell Lea,893.125,2679,2,1,0
Pink Lady,3698.728,7397,1,2,1
Ferrero,862.504,863,1,0,2
Lindt,1597.98,4794,0,2,0
Darrell Lea,4033.659,8067,1,1,1
Mars,922.359,922,2,0,2
Lindt,3839.551,7679,1,0,1
Pink Lady,3946.893,7894,1,2,1
Pink Lady,2901.803,5804,0,0,1
Darrell Lea,416.304,1249,1,1,0
Kinder,3827.028,7654,0,2,1
Kinder,2273.907,4548,0,2,1
Kinder,98.134,294,1,1,0
Mars,4079.187,4079,1,0,2
Carob Creations,1181.324,2363,1,1,1
Pink Lady,3269.645,6539,0,1,1
Darrell Lea,1898.747,1899,2,1,2
Kinder,1552.17,1552,1,1,2
Cadbury,2814.684,8444,2,2,0
Carob Creations,2511.715,2512,1,0,2
Darrell Lea,2848.146,8544,0,1,0
Carob Creations,1875.365,5626,1,0,0
Pink Lady,1721.76,3444,0,1,1
Ferrero,1141.211,3424,1,0,0
Darrell Lea,1276.345,1276,0,1,2
Lindt,2296.04,4592,2,0,1
Cadbury,1637.508,1638,0,2,2
Carob Creations,1679.756,1680,1,0,2
Cadbury,669.325,669,0,0,2
Ferrero,1093.772,1094,2,2,2
Ferrero,268.311,268,2,1,2
Mars,2032.256,2032,1,2,2
Kinder,2895.954,8688,1,0,0
Ferrero,3109.672,3110,1,1,2
Ferrero,3747.281,3747,1,0,2
Kinder,2822.249,5644,2,2,1
Darrell Lea,2148.571,2149,1,2,2
Pink Lady,3077.493,9232,1,1,0
Lindt,1715.178,3430,1,0,1
Kinder,4035.632,12107,0,0,0
Ferrero,1608.797,3218,1,1,1
Ferrero,3668.68,3669,1,0,2
Kinder,1097.54,3293,2,1,0
Darrell Lea,1361.685,4085,1,0,0
Ferrero,4001.332,4001,0,1,2
Cadbury,2636.299,2636,1,1,2
Kinder,304.381,609,1,1,1
Ferrero,3516.853,7034,2,0,1
Darrell Lea,2745.317,8236,0,0,0
Pink Lady,2934.008,8802,0,2,0
Mars,2086.681,4173,2,0,1
Mars,632.947,1899,2,0,0
Carob Creations,995.399,2986,2,2,0
Ferrero,2007.523,6023,1,0,0
Ferrero,1687.241,5062,0,1,0
Mars,3039.078,6078,1,0,1
Cadbury,314.529,315,1,0,2
Ferrero,2106.634,4213,2,0,1
Cadbury,251.334,754,2,0,0
Kinder,90.812,91,2,0,2
Mars,1153.365,2307,2,2,1
Carob Creations,994.489,1989,1,2,1
Ferrero,3519.771,10559,2,0,0
Cadbury,1253.397,2507,1,2,1
Kinder,2954.584,2955,1,2,2
Cadbury,991.596,992,2,1,2
Cadbury,2526.246,7579,2,1,0
Kinder,858.025,2574,2,0,0
Ferrero,3378.352,10135,0,0,0
Ferrero,3539.093,10617,2,2,0
Darrell Lea,1533.723,4601,2,0,0
Ferrero,943.33,1887,0,1,1
Pink Lady,2910.319,5821,2,2,1
Mars,341.208,341,0,0,2
Cadbury,2268.273,4537,0,2,1
Ferrero,2259.877,2260,1,0,2
Kinder,2248.078,6744,1,0,0
Kinder,2088.281,6265,1,0,0
Kinder,485.501,971,0,0,1
Lindt,2963.457,8890,1,1,0
Pink Lady,226.784,454,1,1,1
Cadbury,3678.196,11035,1,0,0
Mars,797.23,1594,2,1,1
Cadbury,507.611,1523,2,1,0
Pink Lady,1755.861,1756,0,1,2
Darrell Lea,1313.813,3941,0,2,0
Carob Creations,1554.577,1555,1,1,2
Cadbury,3094.426,3094,2,0,2
Pink Lady,3107.752,3108,2,1,2
Darrell Lea,3854.711,7709,0,0,1
Ferrero,1274.85,3825,0,0,0
Lindt,116.182,232,1,1,1
Darrell Lea,2258.449,2258,2,0,2
Darrell Lea,666.094,666,2,0,2
Carob Creations,1748.561,1749,1,0,2
Mars,4046.484,12139,0,0,0
Ferrero,1488.345,4465,2,1,0
Darrell Lea,4132.955,4133,1,1,2
Cadbury,3465.107,3465,2,1,2
Ferrero,3574.478,10723,2,0,0
Lindt,3233.414,6467,2,0,1
Darrell Lea,1579.333,3159,2,2,1
Ferrero,1494.455,1494,0,2,2
Kinder,448.122,896,1,0,1
Kinder,1761.254,1761,0,1,2
Ferrero,3687.517,11063,2,1,0
Pink Lady,212.11,636,1,2,0
Ferrero,1979.866,5940,2,2,0
Lindt,1382.34,4147,0,0,0
Mars,2483.876,4968,1,1,1
Mars,200.818,402,2,0,1
Kinder,977.502,2933,1,0,0
Ferrero,499.56,999,2,1,1
Carob Creations,1476.84,1477,2,1,2
Carob Creations,1290.131,1290,2,2,2
Ferrero,3365.116,3365,1,2,2
Cadbury,1931.334,5794,2,0,0
Mars,724.183,2173,2,1,0
Carob Creations,2232.392,4465,2,2,1
Ferrero,158.687,317,1,0,1
Carob Creations,563.593,1127,1,1,1
Kinder,586.339,1173,2,0,1
Darrell Lea,4037.732,12113,1,0,0
Mars,779.693,2339,0,0,0
Ferrero,743.839,744,0,0,2
Carob Creations,2135.829,4272,1,2,1
Darrell Lea,295.45,591,1,2,1
Darrell Lea,593.6,1781,1,0,0
Darrell Lea,4069.887,4070,2,0,2
Kinder,1260.022,2520,1,1,1
Lindt,595.953,596,1,0,2
Lindt,2250.112,4500,0,0,1
Darrell Lea,890.767,2672,1,1,0
Pink Lady,1561.062,4683,0,0,0
Mars,2781.033,8343,0,0,0
Carob Creations,3449.302,10348,0,1,0
Carob Creations,927.035,927,2,2,2
Kinder,3866.82,11600,1,2,0
Pink Lady,624.555,1249,1,2,1
Kinder,3400.604,10202,1,1,0
Mars,3306.588,9920,0,0,0
Carob Creations,2888.963,5778,1,1,1
Ferrero,3028.643,9086,2,0,0
Cadbury,420.204,420,1,0,2
Darrell Lea,111.494,334,1,1,0
Lindt,3549.32,3549,2,2,2
Carob Creations,152.039,456,0,2,0
Cadbury,492.428,1477,2,2,0
Carob Creations,1734.381,1734,0,1,2
Carob Creations,2061.66,4123,0,2,1
Mars,978.852,1958,0,0,1
Mars,173.566,521,0,1,0
Lindt,3768.034,3768,1,1,2
Carob Creations,3819.719,3820,0,0,2
Pink Lady,1159.539,2319,2,2,1
Kinder,1331.257,2663,2,1,1
Kinder,1304.732,1305,2,2,2
Kinder,3748.34,3748,2,1,2
Cadbury,571.388,1714,2,0,0
Cadbury,1698.002,3396,0,0,1
Mars,2221.458,4443,0,1,1
Ferrero,445.21,890,2,0,1
Cadbury,2893.427,8680,2,1,0
Lindt,2744.338,5489,2,0,1
Lindt,2520.502,5041,2,2,1
Kinder,3788.44,3788,0,0,2
Lindt,1704.664,5114,2,0,0
Ferrero,262.682,788,2,0,0
Darrell Lea,1725.19,5176,2,1,0
Ferrero,179.194,538,1,1,0
Mars,2902.2,2902,1,0,2
Darrell Lea,3537.379,7075,1,0,1
Lindt,3141.583,6283,2,1,1
Ferrero,2200.648,6602,1,1,0
Kinder,1253.814,2508,0,1,1
Kinder,530.258,1061,1,1,1
Kinder,1759.326,1759,0,1,2
Mars,1696.227,3392,2,0,1
Ferrero,1173.389,1173,1,1,2
Mars,22.492,45,0,2,1
Ferrero,5.534,17,0,0,0
Darrell Lea,3627.327,7255,0,0,1
Ferrero,434.171,1303,1,0,0
Kinder,3348.161,6696,1,2,1
Lindt,1628.423,4885,0,0,0
Darrell Lea,915.253,915,0,1,2
Pink Lady,2973.268,2973,2,0,2
Carob Creations,436.871,874,0,1,1
Darrell Lea,3818.709,3819,0,2,2
Kinder,1749.156,1749,1,0,2
Carob Creations,2032.441,4065,1,0,1
Carob Creations,3282.943,3283,0,0,2
Cadbury,4098.722,4099,0,1,2
Darrell Lea,350.173,350,0,1,2
Pink Lady,2993.508,2994,0,2,2
Ferrero,2114.78,6344,2,2,0
Pink Lady,4123.953,8248,1,1,1
Darrell Lea,2035.303,6106,1,2,0
Cadbury,3351.901,6704,1,1,1
Kinder,1212.506,2425,2,2,1
Pink Lady,2387.318,2387,0,2,2
Lindt,2538.188,7615,2,0,0
Cadbury,3856.378,11569,0,1,0
Cadbury,2538.914,7617,1,0,0
Carob Creations,1683.421,1683,0,1,2
Darrell Lea,4068.987,12207,2,2,0
Darrell Lea,1075.157,1075,0,2,2
Darrell Lea,820.934,1642,1,0,1
Mars,1587.81,4763,1,0,0
Mars,2025.932,4052,1,2,1
Cadbury,863.248,1726,2,2,1
Darrell Lea,3312.411,6625,0,0,1
Kinder,2384.674,2385,2,1,2
Cadbury,1112.708,1113,0,2,2
Lindt,300.355,601,2,1,1
Carob Creations,457.8,1373,1,2,0
Mars,3312.556,3313,0,0,2
Pink Lady,1202.041,1202,0,1,2
Carob Creations,3697.27,7395,1,0,1
Pink Lady,2548.659,7646,1,1,0
Ferrero,296.807,890,0,2,0
Darrell Lea,355.172,355,1,0,2
Carob Creations,2707.247,8122,1,0,0
Darrell Lea,1236.539,2473,2,0,1
Kinder,1099.901,2200,1,1,1
Ferrero,3605.507,3606,2,0,2
Ferrero,15.545,47,1,1,0
Lindt,380.639,761,0,2,1
Ferrero,3520.591,7041,1,0,1
Mars,1372.361,4117,1,2,0
Mars,445.31,445,1,0,2
Mars,3920.578,11762,0,1,0
Mars,3650.554,10952,1,1,0
Mars,2401.965,7206,0,1,0
Carob Creations,2053.846,4108,0,0,1
Cadbury,652.787,1958,1,1,0
Mars,882.148,882,1,2,2
Mars,963.746,964,2,1,2
Ferrero,1327.684,1328,1,1,2
Kinder,2634.707,5269,2,1,1
Darrell Lea,3809.806,7620,0,2,1
Darrell Lea,1812.397,1812,1,2,2
Carob Creations,1932.149,5796,0,0,0
Ferrero,3162.578,3163,1,0,2
Kinder,911.926,2736,0,2,0
Darrell Lea,1309.51,3929,1,1,0
Lindt,3613.88,10842,0,0,0
Mars,2033.881,4068,0,2,1
Ferrero,715.2,2146,1,2,0
Ferrero,898.374,1797,2,1,1
Darrell Lea,238.2,476,1,1,1
Carob Creations,2005.413,4011,1,0,1
Kinder,1854.614,5564,0,2,0
Pink Lady,749.305,1499,0,1,1
Kinder,807.724,808,1,1,2
Cadbury,2722.735,5445,0,0,1
Ferrero,2156.764,6470,0,1,0
Lindt,196.643,393,2,2,1
Cadbury,1875.525,5627,2,1,0
Pink Lady,2435.564,2436,0,2,2
Cadbury,1519.512,4559,0,1,0
Darrell Lea,3877.735,7755,2,2,1
Mars,3131.399,6263,1,2,1
Kinder,1411.639,2823,0,1,1
Lindt,1143.125,1143,0,1,2
Darrell Lea,3934.161,11802,0,2,0
Darrell Lea,3864.848,11595,2,1,0
Mars,2053.362,2053,1,2,2
Pink Lady,1098.839,2198,2,0,1
Kinder,2456.207,2456,1,1,2
Mars,271.586,272,2,2,2
Lindt,830.041,2490,2,2,0
Pink Lady,2158.83,6476,1,0,0
Ferrero,3265.387,3265,0,1,2
Cadbury,2614.802,7844,2,1,0
Mars,410.292,821,0,0,1
Mars,1189.997,2380,2,0,1
Mars,1613.106,4839,2,0,0
Mars,622.709,1868,1,2,0
Pink Lady,2313.136,6939,2,0,0
Ferrero,1910.307,1910,1,2,2
Darrell Lea,2669.914,8010,1,1,0
Mars,1757.534,3515,2,0,1
Ferrero,4146.104,4146,2,0,2
Mars,222.506,445,0,0,1
Cadbury,1549.915,1550,2,2,2
Kinder,3361.123,10083,2,1,0
Ferrero,2050.208,2050,1,2,2
Ferrero,1470.893,4413,1,1,0
Kinder,3327.095,6654,2,1,1
Kinder,2231.458,4463,2,2,1
Lindt,3713.382,7427,0,2,1
Carob Creations,3108.1,3108,1,0,2
Ferrero,3674.426,11023,1,2,0
Cadbury,32.651,98,0,1,0
Darrell Lea,3823.763,3824,1,1,2
Lindt,266.728,267,1,1,2
Ferrero,45.938,138,1,0,0
Cadbury,2987.332,5975,2,1,1
Cadbury,1831.746,5495,2,2,0
Ferrero,3294.947,6590,1,2,1
Lindt,1717.606,3435,0,0,1
Carob Creations,717.623,2153,1,2,0
Lindt,1592.822,4778,2,1,0
Mars,3555.54,3556,2,2,2
Darrell Lea,409.773,1229,0,2,0
Lindt,1824.655,1825,0,0,2
Ferrero,2633.739,7901,2,0,0
Mars,2164.68,6494,2,2,0
Kinder,2842.301,5685,0,0,1
Darrell Lea,1168.468,1168,2,1,2
Darrell Lea,2644.959,7935,0,0,0
Ferrero,2841.783,5684,2,0,1
Lindt,1563.179,4690,1,1,0
Cadbury,1684.572,5054,0,0,0
Cadbury,3338.187,3338,1,0,2
Ferrero,3880.793,7762,1,0,1
Mars,1253.501,2507,0,0,1
Lindt,4061.198,8122,2,0,1
Cadbury,94.056,94,2,2,2
Kinder,889.214,2668,0,1,0
Pink Lady,476.641,1430,0,1,0
Darrell Lea,1639.473,1639,0,0,2
Carob Creations,2156.406,6469,1,1,0
Kinder,2326.732,4653,1,0,1
Carob Creations,2852.967,5706,0,2,1
Lindt,1644.434,3289,2,0,1
Ferrero,2856.353,5713,1,0,1
Cadbury,3335.439,10006,1,0,0
Lindt,570.118,1140,1,2,1
Lindt,295.235,295,2,0,2
Cadbury,867.6,1735,2,0,1
Cadbury,2152.569,4305,0,2,1
Carob Creations,3655.601,7311,1,2,1
Kinder,3842.026,11526,2,1,0
Pink Lady,839.615,1679,1,0,1
Kinder,2960.044,8880,1,2,0
Darrell Lea,2962.392,2962,0,2,2
Pink Lady,2265.143,2265,1,2,2
Carob Creations,1650.154,4950,2,0,0
Lindt,229.257,229,1,1,2
Lindt,2739.039,2739,0,1,2
Darrell Lea,3642.424,3642,0,2,2
Lindt,1160.982,2322,1,2,1
Cadbury,315.205,946,2,1,0
Pink Lady,1319.736,3959,2,2,0
Carob Creations,2999.971,3000,1,0,2
Mars,3493.333,6987,0,2,1
Carob Creations,3899.288,3899,1,0,2
Kinder,3042.454,9127,2,1,0
Lindt,1504.773,4514,1,2,0
Carob Creations,2078.756,6236,2,0,0
Kinder,3215.92,9648,0,0,0
Kinder,2647.97,5296,1,1,1
Mars,303.22,606,2,0,1
Cadbury,2014.355,6043,1,1,0
Ferrero,2889.713,5779,1,2,1
Lindt,1651.835,1652,0,2,2
Ferrero,3770.303,11311,2,0,0
Ferrero,3526.996,10581,2,2,0
Darrell Lea,1237.355,3712,0,0,0
Kinder,824.793,2474,2,0,0
Lindt,73.723,147,0,1,1
Cadbury,2072.04,6216,1,2,0
Carob Creations,2480.728,7442,0,2,0
Mars,2006.728,6020,1,2,0
Cadbury,3245.747,6491,2,1,1
Cadbury,1113.601,2227,2,0,1
Ferrero,523.482,1570,0,2,0
Darrell Lea,3696.258,3696,0,2,2
Pink Lady,3014.419,9043,1,0,0
Kinder,1957.775,1958,2,1,2
Mars,1228.775,2458,1,2,1
Kinder,1900.456,3801,2,0,1
Kinder,2118.003,2118,0,0,2
Cadbury,3438.085,6876,0,2,1
Mars,3154.085,3154,1,2,2
Ferrero,2156.799,6470,1,1,0
Ferrero,2074.734,2075,1,1,2
Kinder,1492.939,1493,0,1,2
Lindt,714.863,1430,0,1,1
Kinder,215.777,216,2,1,2
Carob Creations,4016.446,4016,2,1,2
Ferrero,3031.189,3031,0,2,2
Mars,3168.92,3169,1,2,2
Mars,1750.305,3501,0,0,1
Kinder,2633.65,5267,0,0,1
Mars,572.023,1716,0,1,0
Darrell Lea,4060.279,4060,2,0,2
Lindt,283.217,283,2,2,2
Pink Lady,1341.97,4026,1,1,0
Mars,1195.981,1196,0,0,2
Darrell Lea,68.725,206,1,2,0
Carob Creations,1599.784,1600,2,0,2
Lindt,3525.789,10577,1,2,0
Pink Lady,2882.611,2883,1,1,2
Ferrero,3933.555,7867,2,0,1
Kinder,933.243,1866,1,0,1
Kinder,3416.27,6833,2,2,1
Carob Creations,471.521,472,1,0,2
Kinder,1397.6,2795,1,0,1
Ferrero,436.82,1310,1,0,0
Kinder,3260.82,9782,2,2,0
Cadbury,1063.387,2127,2,0,1
Carob Creations,1006.445,2013,1,0,1
Pink Lady,1958.983,1959,1,1,2
Cadbury,488.621,489,0,0,2
Cadbury,2380.989,4762,0,0,1
Darrell Lea,2882.832,8648,2,1,0
Kinder,4172.959,4173,1,0,2
Cadbury,3505.68,3506,2,0,2
Pink Lady,4063.54,4064,2,0,2
Kinder,2504.403,7513,0,1,0
Kinder,371.182,1114,0,1,0
Darrell Lea,3152.48,3152,0,0,2
Ferrero,567.302,567,2,1,2
Darrell Lea,3922.999,11769,2,0,0
Mars,3374.909,3375,1,1,2
Mars,2534.395,7603,1,0,0
Pink Lady,2636.312,7909,2,0,0
Mars,834.802,835,2,2,2
Kinder,2078.938,2079,0,0,2
Mars,3924.647,11774,0,2,0
Cadbury,2640.725,2641,2,1,2
Ferrero,101.504,102,1,1,2
Pink Lady,1858.667,1859,0,2,2
Lindt,3145.242,3145,0,2,2
Pink Lady,562.744,1688,0,0,0
Mars,2909.385,5819,1,1,1
Lindt,3442.29,10327,0,1,0
Pink Lady,2435.242,2435,1,1,2
Mars,223.561,447,2,0,1
Mars,424.576,425,1,2,2
Lindt,2227.944,6684,2,0,0
Kinder,4033.952,4034,2,2,2
Kinder,3505.94,3506,1,0,2
Pink Lady,3478.324,10435,2,1,0
Mars,1989.72,3979,0,1,1
Cadbury,465.282,931,0,2,1
Cadbury,1068.151,2136,0,1,1
Lindt,2030.287,6091,0,2,0
Pink Lady,46.202,139,0,2,0
Pink Lady,3568.234,7136,1,0,1
Carob Creations,1585.157,4755,0,1,0
Carob Creations,1242.382,1242,2,0,2
Pink Lady,1481.551,4445,1,2,0
Ferrero,3616.505,7233,0,1,1
Kinder,2096.225,6289,1,0,0
Kinder,1353.878,4062,1,2,0
Cadbury,10.245,10,1,1,2
Kinder,1396.585,2793,1,0,1
Pink Lady,3296.734,6593,0,0,1
Ferrero,987.334,987,1,2,2
Lindt,4011.707,12035,1,1,0
Kinder,3497.758,10493,1,2,0
Lindt,3499.371,6999,1,2,1
Kinder,2970.352,8911,1,0,0
Kinder,3187.759,3188,1,0,2
Cadbury,159.196,318,0,1,1
Cadbury,62.364,62,2,0,2
Ferrero,1144.852,3435,2,1,0
Kinder,3955.115,7910,1,1,1
Carob Creations,166.841,501,1,1,0
Mars,1545.843,3092,2,2,1
Mars,143.601,287,0,0,1
Darrell Lea,836.936,1674,2,1,1
Darrell Lea,1543.607,3087,1,0,1
Mars,1374.06,4122,2,1,0
Cadbury,1142.457,1142,1,1,2
Ferrero,2893.574,5787,1,0,1
Ferrero,1996.004,5988,2,0,0
Carob Creations,1985.21,3970,2,2,1
Carob Creations,870.684,1741,1,0,1
Darrell Lea,439.663,879,2,0,1
Cadbury,4011.584,4012,1,0,2
Ferrero,582.957,1749,0,2,0
Darrell Lea,3268.956,9807,2,2,0
Kinder,322.59,323,0,0,2
Kinder,179.943,360,1,0,1
Pink Lady,3060.433,3060,2,2,2
Kinder,452.139,1356,1,2,0
Kinder,4087.891,4088,0,1,2
Mars,3919.539,11759,2,2,0
Cadbury,53.064,159,2,2,0
Kinder,983.875,2952,2,2,0
Kinder,2044.999,6135,1,2,0
Kinder,954.755,1910,0,2,1
Mars,2153.183,2153,1,1,2
Kinder,2683.838,8052,1,1,0
Carob Creations,2563.758,7691,0,0,0
Ferrero,517.993,518,1,1,2
Ferrero,264.192,264,0,2,2
Mars,3599.914,7200,2,1,1
Kinder,1418.611,1419,1,1,2
Cadbury,197.853,198,1,0,2
Carob Creations,3693.203,7386,2,1,1
Mars,3963.476,11890,2,1,0
Darrell Lea,2639.106,7917,2,2,0
Carob Creations,676.93,677,2,0,2
Carob Creations,3922.24,7844,1,2,1
Carob Creations,1997.58,1998,0,1,2
Pink Lady,2348.789,7046,0,1,0
Darrell Lea,2741.92,5484,0,1,1
Lindt,910.955,911,2,0,2
Ferrero,2079.221,2079,0,1,2
Carob Creations,891.709,2675,1,2,0
Mars,1577.092,3154,2,0,1
Cadbury,2074.32,6223,1,0,0
Kinder,713.048,713,1,2,2
Lindt,217.452,652,0,2,0
Carob Creations,3315.758,3316,0,1,2
Carob Creations,2047.541,4095,1,2,1
Darrell Lea,1184.927,2370,0,0,1
Carob Creations,474.562,949,0,0,1
Darrell Lea,2137.942,2138,1,1,2
Darrell Lea,1728.673,3457,2,2,1
Kinder,3596.502,7193,0,0,1
Cadbury,3956.618,11870,1,1,0
Darrell Lea,2954.49,2954,2,0,2
Cadbury,2710.494,8131,2,0,0
Cadbury,1802.718,3605,0,0,1
Lindt,3048.972,9147,1,2,0
Pink Lady,267.696,535,0,0,1
Lindt,3281.936,6564,1,1,1
Kinder,2155.963,4312,1,1,1
Darrell Lea,2287.284,2287,0,1,2
Lindt,2852.263,8557,0,0,0
Kinder,1342.317,1342,2,1,2
Pink Lady,1940.415,1940,0,0,2
Lindt,1581.008,1581,2,2,2
Darrell Lea,801.337,2404,2,1,0
Ferrero,2786.177,8359,0,2,0
Kinder,1882.448,1882,1,0,2
Cadbury,3163.873,9492,0,0,0
Pink Lady,386.75,1160,1,1,0
Carob Creations,2683.699,8051,1,2,0
Pink Lady,3020.666,9062,1,1,0
Lindt,3782.87,3783,2,0,2
Pink Lady,1818.038,3636,1,0,1
Kinder,2065.807,2066,2,0,2
Cadbury,826.407,2479,1,2,0
Carob Creations,1909.511,3819,2,1,1
Mars,2884.89,5770,2,0,1
Mars,2071.603,6215,0,1,0
Lindt,3029.403,9088,2,1,0
Mars,2782.07,2782,0,1,2
Cadbury,1675.381,3351,2,0,1
Mars,869.838,1740,1,0,1
Cadbury,2182.366,2182,1,2,2
Lindt,3956.581,7913,2,1,1
Lindt,1789.179,1789,1,1,2
Pink Lady,228.774,458,1,0,1
Pink Lady,1865.257,3731,1,1,1
Ferrero,1946.88,1947,2,1,2
Carob Creations,3303.511,3304,2,1,2
Mars,68.597,69,2,1,2
Pink Lady,1885.151,3770,2,0,1
Lindt,17.397,17,0,2,2
Carob Creations,672.593,2018,1,2,0
Carob Creations,1147.613,1148,0,2,2
Ferrero,3452.927,6906,1,2,1
Ferrero,2426.206,2426,1,2,2
Pink Lady,1040.557,1041,0,1,2
Cadbury,1124.019,1124,2,0,2
Ferrero,4167.903,8336,2,2,1
Pink Lady,3205.382,9616,2,0,0
Kinder,3386.939,10161,2,1,0
Carob Creations,374.779,750,1,2,1
Lindt,15.612,47,0,1,0
Lindt,1891.473,5674,0,0,0
Lindt,1190.78,3572,2,0,0
Mars,1569.242,1569,0,1,2
Pink Lady,2307.777,6923,2,0,0
Carob Creations,1886.115,5658,2,0,0
Pink Lady,2151.307,4303,2,1,1
Pink Lady,1334.137,1334,0,2,2
Kinder,3430.236,3430,1,1,2
Mars,2137.379,2137,2,2,2
Lindt,1836.35,1836,0,0,2
Pink Lady,825.695,2477,0,2,0
Ferrero,971.904,972,0,0,2
Carob Creations,1799.061,5397,2,2,0
Darrell Lea,4060.438,12181,2,0,0
Cadbury,3422.537,3423,2,0,2
Ferrero,2791.918,8376,0,0,0
Darrell Lea,1382.841,1383,2,1,2
Cadbury,791.693,1583,2,0,1
Ferrero,1335.542,1336,2,0,2
Lindt,1175.326,1175,2,0,2
Lindt,1599.204,1599,1,1,2
Lindt,246.226,739,0,2,0
Lindt,3304.272,9913,1,2,0
Mars,930.447,930,0,1,2
Cadbury,3353.452,10060,2,1,0
Lindt,318.345,955,1,2,0
Ferrero,1128.635,1129,0,1,2
Darrell Lea,1666.004,1666,2,0,2
Mars,1004.439,1004,0,1,2
Kinder,1371.259,2743,2,0,1
Pink Lady,3490.823,6982,2,2,1
Lindt,157.083,314,0,0,1
Mars,171.263,514,2,2,0
Ferrero,1961.245,1961,1,1,2
Lindt,3433.798,10301,0,2,0
Mars,3895.631,7791,0,1,1
Pink Lady,3045.948,9138,0,1,0
Ferrero,2578.123,5156,2,2,1
Lindt,2051.323,6154,2,2,0
Mars,986.847,1974,1,0,1
Pink Lady,1188.573,2377,2,0,1
Mars,89.014,267,1,1,0
Cadbury,3153.41,9460,1,1,0
Ferrero,293.475,880,1,1,0
Lindt,3797.722,11393,2,1,0
Pink Lady,660.843,1322,1,2,1
Pink Lady,2061.091,4122,1,2,1
Cadbury,3340.533,10022,2,0,0
Darrell Lea,2126.599,4253,2,2,1
Kinder,2574.262,2574,2,1,2
Mars,2871.256,8614,0,1,0
